batch_number,Type,TOX_NM,Location,KIND_OF_HM_SET_ID
38713,2-S,665.056,Brown,Right
38713,2-S,671.385,Brown,Right
38713,2-S,662.4010000000001,Brown,Right
38713,2-S,672.783,Brown,Right
38713,2-S,660.5,Brown,Right
38713,2-S,669.068,Brown,Right
38713,2-S,664.362,Brown,Right
38713,2-S,663.9730000000001,Brown,Right
38713,2-S,662.821,Brown,Right
38713,2-S,666.8960000000001,Brown,Right
38713,2-S,661.5889999999999,Brown,Right
38713,2-S,664.227,Brown,Right
38713,2-S,661.043,Brown,Right
38714,2-S,650.547,Demokritos,Left
38714,2-S,658.472,Demokritos,Left
38714,2-S,650.886,Demokritos,Left
38714,2-S,658.5880000000001,Demokritos,Left
38714,2-S,652.773,Demokritos,Left
38714,2-S,657.462,Demokritos,Left
38714,2-S,649.304,Demokritos,Left
38714,2-S,655.711,Demokritos,Left
38714,2-S,648.1080000000001,Demokritos,Left
38714,2-S,651.9730000000001,Demokritos,Left
38714,2-S,644.678,Demokritos,Left
38714,2-S,649.172,Demokritos,Left
38714,2-S,644.988,Demokritos,Left
38714,2-S,654.148,Demokritos,Left
38715,2-S,653.0419999999999,Demokritos,Left
38715,2-S,655.2909999999999,Demokritos,Left
38715,2-S,652.308,Demokritos,Left
38715,2-S,655.185,Demokritos,Left
38715,2-S,650.2040000000001,Demokritos,Left
38715,2-S,657.935,Demokritos,Left
38715,2-S,649.256,Demokritos,Left
38715,2-S,660.579,Demokritos,Left
38715,2-S,647.207,Demokritos,Left
38715,2-S,654.0980000000001,Demokritos,Left
38715,2-S,646.055,Demokritos,Left
38715,2-S,650.768,Demokritos,Left
38715,2-S,646.5369999999999,Demokritos,Left
38715,2-S,652.243,Demokritos,Left
38868,2-S,661.2280000000001,HEPHY,Left
38868,2-S,681.45,HEPHY,Left
38868,2-S,666.493,HEPHY,Left
38868,2-S,679.7869999999999,HEPHY,Left
38868,2-S,673.324,HEPHY,Left
38868,2-S,680.2639999999999,HEPHY,Left
38868,2-S,664.375,HEPHY,Left
38868,2-S,678.837,HEPHY,Left
38868,2-S,667.5260000000001,HEPHY,Left
38868,2-S,674.3510000000001,HEPHY,Left
38868,2-S,666.1360000000001,HEPHY,Left
38868,2-S,669.809,HEPHY,Left
38868,2-S,663.704,HEPHY,Left
38868,2-S,671.209,HEPHY,Left
38868,2-S,665.564,HEPHY,Left
38868,2-S,674.937,HEPHY,Left
38869,2-S,649.768,Demokritos,Left
38869,2-S,656.322,Demokritos,Left
38869,2-S,655.5210000000001,Demokritos,Left
38869,2-S,645.938,Demokritos,Left
38869,2-S,646.979,Demokritos,Left
38869,2-S,654.592,Demokritos,Left
38869,2-S,644.987,Demokritos,Left
38869,2-S,654.981,Demokritos,Left
38869,2-S,644.856,Demokritos,Left
38869,2-S,650.335,Demokritos,Left
38869,2-S,644.695,Demokritos,Left
38869,2-S,650.617,Demokritos,Left
38869,2-S,643.7180000000001,Demokritos,Left
38869,2-S,648.275,Demokritos,Left
38870,2-S,686.538,Demokritos,Left
38870,2-S,698.045,Demokritos,Left
38870,2-S,690.64,Demokritos,Left
38870,2-S,693.9780000000001,Demokritos,Left
38870,2-S,683.705,Demokritos,Left
38870,2-S,697.706,Demokritos,Left
38870,2-S,677.73,Demokritos,Left
38870,2-S,694.05,Demokritos,Left
38870,2-S,681.372,Demokritos,Left
38870,2-S,690.209,Demokritos,Left
38870,2-S,680.005,Demokritos,Left
38870,2-S,690.8589999999999,Demokritos,Left
38870,2-S,681.313,Demokritos,Left
38870,2-S,690.312,Demokritos,Left
38871,2-S,692.883,HEPHY,Left
38871,2-S,703.029,HEPHY,Left
38871,2-S,691.1039999999999,HEPHY,Left
38871,2-S,702.7130000000001,HEPHY,Left
38871,2-S,691.725,HEPHY,Left
38871,2-S,699.6560000000001,HEPHY,Left
38871,2-S,690.955,HEPHY,Left
38871,2-S,693.265,HEPHY,Left
38871,2-S,688.5310000000001,HEPHY,Left
38871,2-S,694.705,HEPHY,Left
38871,2-S,686.72,HEPHY,Left
38871,2-S,694.687,HEPHY,Left
38871,2-S,686.9060000000001,HEPHY,Left
38871,2-S,695.7260000000001,HEPHY,Left
38871,2-S,688.3789999999999,HEPHY,Left
38871,2-S,695.278,HEPHY,Left
38872,2-S,672.795,Demokritos,Left
38872,2-S,682.329,Demokritos,Left
38872,2-S,676.66,Demokritos,Left
38872,2-S,687.6460000000001,Demokritos,Left
38873,2-S,690.288,Brown,Right
38873,2-S,681.1060000000001,Brown,Right
38873,2-S,689.824,Brown,Right
38873,2-S,679.905,Brown,Right
38873,2-S,686.558,Brown,Right
38873,2-S,676.939,Brown,Right
38873,2-S,686.553,Brown,Right
38873,2-S,676.4169999999999,Brown,Right
38873,2-S,685.69,Brown,Right
38873,2-S,677.475,Brown,Right
38874,2-S,693.74,Brown,Right
38874,2-S,686.4169999999999,Brown,Right
38874,2-S,690.717,Brown,Right
38874,2-S,684.908,Brown,Right
38874,2-S,688.345,Brown,Right
38874,2-S,680.2719999999999,Brown,Right
38874,2-S,687.65,Brown,Right
38874,2-S,677.627,Brown,Right
38874,2-S,686.6560000000001,Brown,Right
38874,2-S,678.125,Brown,Right
38874,2-S,687.5089999999999,Brown,Right
38874,2-S,679.9119999999999,Brown,Right
38875,2-S,684.6569999999999,Brown,Right
38875,2-S,677.737,Brown,Right
38875,2-S,682.435,Brown,Right
38875,2-S,677.573,Brown,Right
38875,2-S,681.795,Brown,Right
38875,2-S,673.913,Brown,Right
38875,2-S,678.791,Brown,Right
38875,2-S,674.83,Brown,Right
38875,2-S,678.801,Brown,Right
38875,2-S,675.355,Brown,Right
38876,2-S,682.0010000000001,Demokritos,Left
38876,2-S,698.587,Demokritos,Left
38876,2-S,682.1569999999999,Demokritos,Left
38876,2-S,690.5889999999999,Demokritos,Left
38876,2-S,680.602,Demokritos,Left
38876,2-S,689.4739999999999,Demokritos,Left
38876,2-S,680.0419999999999,Demokritos,Left
38876,2-S,687.518,Demokritos,Left
38878,2-S,695.55,HEPHY,Left
38878,2-S,710.055,HEPHY,Left
38878,2-S,701.288,HEPHY,Left
38878,2-S,721.7810000000001,HEPHY,Left
38878,2-S,701.937,HEPHY,Left
38878,2-S,801.7389999999999,HEPHY,Left
38878,2-S,699.942,HEPHY,Left
38878,2-S,712.742,HEPHY,Left
38878,2-S,701.679,HEPHY,Left
38878,2-S,709.293,HEPHY,Left
38878,2-S,696.3380000000001,HEPHY,Left
38878,2-S,704.9639999999999,HEPHY,Left
38878,2-S,700.1569999999999,HEPHY,Left
38878,2-S,706.112,HEPHY,Left
38878,2-S,699.8689999999999,HEPHY,Left
38878,2-S,705.944,HEPHY,Left
38879,2-S,698.025,HEPHY,Left
38879,2-S,705.7230000000001,HEPHY,Left
38879,2-S,697.127,HEPHY,Left
38879,2-S,703.56,HEPHY,Left
38879,2-S,693.127,HEPHY,Left
38879,2-S,704.525,HEPHY,Left
38879,2-S,692.997,HEPHY,Left
38879,2-S,701.237,HEPHY,Left
38879,2-S,695.0930000000001,HEPHY,Left
38879,2-S,696.025,HEPHY,Left
38879,2-S,693.566,HEPHY,Left
38879,2-S,696.673,HEPHY,Left
38879,2-S,693.8860000000001,HEPHY,Left
38879,2-S,698.2710000000001,HEPHY,Left
38879,2-S,692.668,HEPHY,Left
38879,2-S,699.447,HEPHY,Left
38880,2-S,697.633,HEPHY,Left
38880,2-S,707.404,HEPHY,Left
38880,2-S,697.43,HEPHY,Left
38880,2-S,706.217,HEPHY,Left
38880,2-S,696.363,HEPHY,Left
38880,2-S,703.434,HEPHY,Left
38881,2-S,674.444,Demokritos,Left
38881,2-S,676.835,Demokritos,Left
38882,2-S,698.372,Demokritos,Left
38882,2-S,709.581,Demokritos,Left
38882,2-S,703.555,Demokritos,Left
38882,2-S,713.6039999999999,Demokritos,Left
38882,2-S,700.082,Demokritos,Left
38882,2-S,711.9010000000001,Demokritos,Left
38882,2-S,702.675,Demokritos,Left
38882,2-S,708.2330000000001,Demokritos,Left
38882,2-S,705.1189999999999,Demokritos,Left
38882,2-S,708.942,Demokritos,Left
38882,2-S,699.6060000000001,Demokritos,Left
38882,2-S,707.0,Demokritos,Left
38882,2-S,702.2,Demokritos,Left
38882,2-S,704.548,Demokritos,Left
38883,2-S,686.6560000000001,Demokritos,Left
38883,2-S,697.671,Demokritos,Left
38883,2-S,688.814,Demokritos,Left
38883,2-S,698.923,Demokritos,Left
38883,2-S,687.0110000000001,Demokritos,Left
38883,2-S,695.488,Demokritos,Left
38883,2-S,685.9169999999999,Demokritos,Left
38883,2-S,696.3489999999999,Demokritos,Left
38883,2-S,684.548,Demokritos,Left
38883,2-S,693.882,Demokritos,Left
38883,2-S,683.745,Demokritos,Left
38883,2-S,684.794,Demokritos,Left
38883,2-S,681.545,Demokritos,Left
38883,2-S,689.433,Demokritos,Left
38884,2-S,678.38,Demokritos,Left
38884,2-S,688.325,Demokritos,Left
38884,2-S,682.092,Demokritos,Left
38884,2-S,689.538,Demokritos,Left
38884,2-S,687.765,Demokritos,Left
38884,2-S,689.4739999999999,Demokritos,Left
38884,2-S,678.325,Demokritos,Left
38884,2-S,691.948,Demokritos,Left
38884,2-S,674.6039999999999,Demokritos,Left
38884,2-S,682.914,Demokritos,Left
38884,2-S,674.3760000000001,Demokritos,Left
38884,2-S,693.127,Demokritos,Left
38884,2-S,671.25,Demokritos,Left
38884,2-S,678.0210000000001,Demokritos,Left
38885,2-S,688.194,HEPHY,Left
38885,2-S,688.194,HEPHY,Left
38885,2-S,697.679,HEPHY,Left
38885,2-S,697.679,HEPHY,Left
38885,2-S,688.1210000000001,HEPHY,Left
38885,2-S,688.1210000000001,HEPHY,Left
38885,2-S,696.4010000000001,HEPHY,Left
38885,2-S,696.4010000000001,HEPHY,Left
38885,2-S,690.7339999999999,HEPHY,Left
38885,2-S,690.7339999999999,HEPHY,Left
38885,2-S,701.982,HEPHY,Left
38885,2-S,701.982,HEPHY,Left
38885,2-S,686.051,HEPHY,Left
38885,2-S,686.051,HEPHY,Left
38885,2-S,694.439,HEPHY,Left
38885,2-S,694.439,HEPHY,Left
38885,2-S,687.42,HEPHY,Left
38885,2-S,687.42,HEPHY,Left
38885,2-S,690.648,HEPHY,Left
38885,2-S,690.648,HEPHY,Left
38885,2-S,687.317,HEPHY,Left
38885,2-S,687.317,HEPHY,Left
38885,2-S,689.426,HEPHY,Left
38885,2-S,689.426,HEPHY,Left
38885,2-S,688.67,HEPHY,Left
38885,2-S,688.67,HEPHY,Left
38885,2-S,696.893,HEPHY,Left
38885,2-S,696.893,HEPHY,Left
38885,2-S,689.3,HEPHY,Left
38885,2-S,689.3,HEPHY,Left
38885,2-S,694.42,HEPHY,Left
38885,2-S,694.42,HEPHY,Left
39479,PSS,675.811,Demokritos,Left
39479,PSS,687.087,Demokritos,Left
39479,PSS,676.957,Demokritos,Left
39479,PSS,686.957,Demokritos,Left
39479,PSS,681.24,Demokritos,Left
39479,PSS,690.304,Demokritos,Left
39479,PSS,675.5,Demokritos,Left
39479,PSS,685.985,Demokritos,Left
39479,PSS,674.7819999999999,Demokritos,Left
39479,PSS,688.2189999999999,Demokritos,Left
39479,PSS,673.932,Demokritos,Left
39479,PSS,681.453,Demokritos,Left
39479,PSS,674.6519999999999,Demokritos,Left
39479,PSS,678.953,Demokritos,Left
39480,2-S,721.4789999999999,HEPHY,Left
39480,2-S,733.834,HEPHY,Left
39480,2-S,723.487,HEPHY,Left
39480,2-S,734.034,HEPHY,Left
39480,2-S,725.793,HEPHY,Left
39480,2-S,736.066,HEPHY,Left
39480,2-S,728.38,HEPHY,Left
39480,2-S,735.4169999999999,HEPHY,Left
39480,2-S,725.0360000000001,HEPHY,Left
39480,2-S,731.7139999999999,HEPHY,Left
39480,2-S,724.796,HEPHY,Left
39480,2-S,731.0169999999999,HEPHY,Left
39480,2-S,724.716,HEPHY,Left
39480,2-S,731.3539999999999,HEPHY,Left
39480,2-S,722.4069999999999,HEPHY,Left
39480,2-S,729.8710000000001,HEPHY,Left
39481,2-S,707.949,HEPHY,Left
39481,2-S,715.174,HEPHY,Left
39481,2-S,706.084,HEPHY,Left
39481,2-S,711.1189999999999,HEPHY,Left
39481,2-S,702.74,HEPHY,Left
39481,2-S,711.7080000000001,HEPHY,Left
39481,2-S,710.3580000000001,HEPHY,Left
39481,2-S,713.882,HEPHY,Left
39481,2-S,703.078,HEPHY,Left
39481,2-S,708.538,HEPHY,Left
39481,2-S,702.306,HEPHY,Left
39481,2-S,709.6310000000001,HEPHY,Left
39481,2-S,703.5939999999999,HEPHY,Left
39481,2-S,707.574,HEPHY,Left
39481,2-S,702.543,HEPHY,Left
39481,2-S,706.628,HEPHY,Left
39482,2-S,704.852,HEPHY,Left
39482,2-S,712.025,HEPHY,Left
39482,2-S,703.3660000000001,HEPHY,Left
39482,2-S,714.3710000000001,HEPHY,Left
39482,2-S,703.862,HEPHY,Left
39482,2-S,715.9889999999999,HEPHY,Left
39482,2-S,704.8789999999999,HEPHY,Left
39482,2-S,714.3989999999999,HEPHY,Left
39482,2-S,708.197,HEPHY,Left
39482,2-S,715.71,HEPHY,Left
39482,2-S,705.002,HEPHY,Left
39482,2-S,711.6410000000001,HEPHY,Left
39482,2-S,703.096,HEPHY,Left
39482,2-S,712.875,HEPHY,Left
39482,2-S,707.312,HEPHY,Left
39482,2-S,715.737,HEPHY,Left
39483,2-S,699.957,HEPHY,Left
39483,2-S,707.76,HEPHY,Left
39483,2-S,700.927,HEPHY,Left
39483,2-S,708.3430000000001,HEPHY,Left
39483,2-S,700.113,HEPHY,Left
39483,2-S,714.2330000000001,HEPHY,Left
39483,2-S,700.493,HEPHY,Left
39483,2-S,705.3530000000001,HEPHY,Left
39483,2-S,698.673,HEPHY,Left
39483,2-S,702.095,HEPHY,Left
39483,2-S,701.413,HEPHY,Left
39483,2-S,704.4010000000001,HEPHY,Left
39483,2-S,702.828,HEPHY,Left
39483,2-S,699.475,HEPHY,Left
39483,2-S,697.8810000000001,HEPHY,Left
39483,2-S,698.7339999999999,HEPHY,Left
39484,2-S,683.648,Demokritos,Left
39484,2-S,695.525,Demokritos,Left
39484,2-S,682.7280000000001,Demokritos,Left
39484,2-S,698.826,Demokritos,Left
39484,2-S,683.937,Demokritos,Left
39484,2-S,695.117,Demokritos,Left
39484,2-S,681.465,Demokritos,Left
39484,2-S,693.337,Demokritos,Left
39484,2-S,684.436,Demokritos,Left
39484,2-S,690.895,Demokritos,Left
39484,2-S,680.762,Demokritos,Left
39484,2-S,684.047,Demokritos,Left
39484,2-S,682.895,Demokritos,Left
39484,2-S,684.8,Demokritos,Left
39487,2-S,667.905,Demokritos,Left
39487,2-S,673.4639999999999,Demokritos,Left
39487,2-S,663.959,Demokritos,Left
39487,2-S,670.063,Demokritos,Left
39487,2-S,662.077,Demokritos,Left
39487,2-S,669.7639999999999,Demokritos,Left
39487,2-S,662.932,Demokritos,Left
39487,2-S,669.701,Demokritos,Left
39487,2-S,663.507,Demokritos,Left
39487,2-S,669.459,Demokritos,Left
39487,2-S,665.4789999999999,Demokritos,Left
39487,2-S,669.804,Demokritos,Left
39487,2-S,664.1,Demokritos,Left
39487,2-S,667.345,Demokritos,Left
39547,PSS,683.763,Demokritos,Left
39547,PSS,691.1560000000001,Demokritos,Left
39547,PSS,675.436,Demokritos,Left
39547,PSS,687.215,Demokritos,Left
39547,PSS,676.456,Demokritos,Left
39547,PSS,687.966,Demokritos,Left
39547,PSS,678.257,Demokritos,Left
39547,PSS,684.882,Demokritos,Left
39547,PSS,678.695,Demokritos,Left
39547,PSS,680.915,Demokritos,Left
39547,PSS,679.3860000000001,Demokritos,Left
39547,PSS,682.052,Demokritos,Left
39547,PSS,674.185,Demokritos,Left
39547,PSS,680.7239999999999,Demokritos,Left
39563,PSS,706.328,Brown,Right
39563,PSS,701.875,Brown,Right
39563,PSS,706.275,Brown,Right
39563,PSS,703.052,Brown,Right
39563,PSS,707.028,Brown,Right
39563,PSS,700.1160000000001,Brown,Right
39563,PSS,706.607,Brown,Right
39563,PSS,698.654,Brown,Right
39563,PSS,702.664,Brown,Right
39563,PSS,698.676,Brown,Right
39563,PSS,701.596,Brown,Right
39563,PSS,699.148,Brown,Right
39563,PSS,699.7869999999999,Brown,Right
39563,PSS,696.797,Brown,Right
39563,PSS,699.3380000000001,Brown,Right
39563,PSS,696.58,Brown,Right
39564,2-S,691.689,Brown,Right
39564,2-S,683.3330000000001,Brown,Right
39564,2-S,685.9169999999999,Brown,Right
39564,2-S,683.163,Brown,Right
39564,2-S,687.505,Brown,Right
39564,2-S,684.1560000000001,Brown,Right
39564,2-S,687.4889999999999,Brown,Right
39564,2-S,683.645,Brown,Right
39564,2-S,682.8530000000001,Brown,Right
39564,2-S,677.677,Brown,Right
39564,2-S,682.2489999999999,Brown,Right
39564,2-S,677.2739999999999,Brown,Right
39565,2-S,701.1,Brown,Right
39565,2-S,688.893,Brown,Right
39565,2-S,701.227,Brown,Right
39565,2-S,693.826,Brown,Right
39565,2-S,700.8660000000001,Brown,Right
39565,2-S,693.2389999999999,Brown,Right
39565,2-S,700.346,Brown,Right
39565,2-S,691.711,Brown,Right
39565,2-S,693.1419999999999,Brown,Right
39565,2-S,686.747,Brown,Right
39565,2-S,691.297,Brown,Right
39565,2-S,685.1239999999999,Brown,Right
39566,2-S,686.9689999999999,Brown,Right
39566,2-S,680.0360000000001,Brown,Right
39566,2-S,686.592,Brown,Right
39566,2-S,680.145,Brown,Right
39566,2-S,684.5210000000001,Brown,Right
39566,2-S,681.9689999999999,Brown,Right
39566,2-S,683.7310000000001,Brown,Right
39566,2-S,680.4789999999999,Brown,Right
39566,2-S,679.694,Brown,Right
39566,2-S,677.28,Brown,Right
39566,2-S,681.9960000000001,Brown,Right
39566,2-S,676.432,Brown,Right
39566,2-S,682.414,Brown,Right
39566,2-S,675.962,Brown,Right
39566,2-S,682.51,Brown,Right
39566,2-S,678.919,Brown,Right
39567,2-S,703.7719999999999,Brown,Right
39567,2-S,693.063,Brown,Right
39567,2-S,703.6339999999999,Brown,Right
39567,2-S,696.7460000000001,Brown,Right
39567,2-S,709.054,Brown,Right
39567,2-S,698.2310000000001,Brown,Right
39567,2-S,711.3939999999999,Brown,Right
39567,2-S,697.703,Brown,Right
39567,2-S,700.9780000000001,Brown,Right
39567,2-S,691.727,Brown,Right
39567,2-S,696.495,Brown,Right
39567,2-S,690.898,Brown,Right
39567,2-S,697.78,Brown,Right
39567,2-S,689.727,Brown,Right
39567,2-S,703.3639999999999,Brown,Right
39567,2-S,687.172,Brown,Right
39569,2-S,706.2410000000001,Brown,Right
39569,2-S,696.143,Brown,Right
39569,2-S,710.2639999999999,Brown,Right
39569,2-S,698.273,Brown,Right
39569,2-S,699.199,Brown,Right
39569,2-S,693.2610000000001,Brown,Right
39569,2-S,700.9810000000001,Brown,Right
39569,2-S,692.298,Brown,Right
39569,2-S,700.222,Brown,Right
39569,2-S,689.3969999999999,Brown,Right
39570,2-S,694.913,Brown,Right
39570,2-S,690.946,Brown,Right
39570,2-S,693.88,Brown,Right
39570,2-S,689.1139999999999,Brown,Right
39571,2-S,700.617,Brown,Right
39571,2-S,682.81,Brown,Right
39571,2-S,701.993,Brown,Right
39571,2-S,686.189,Brown,Right
39571,2-S,697.466,Brown,Right
39571,2-S,681.14,Brown,Right
39571,2-S,696.508,Brown,Right
39571,2-S,678.73,Brown,Right
39572,2-S,695.414,Brown,Right
39572,2-S,687.385,Brown,Right
39572,2-S,687.063,Brown,Right
39572,2-S,681.325,Brown,Right
39572,2-S,689.0139999999999,Brown,Right
39572,2-S,683.5939999999999,Brown,Right
41352,2-S,694.23,Brown,Right
41352,2-S,684.554,Brown,Right
41352,2-S,692.323,Brown,Right
41352,2-S,686.449,Brown,Right
41352,2-S,687.7310000000001,Brown,Right
41352,2-S,683.0319999999999,Brown,Right
41352,2-S,687.122,Brown,Right
41352,2-S,681.52,Brown,Right
41354,2-S,703.816,Brown,Right
41354,2-S,694.365,Brown,Right
41354,2-S,707.672,Brown,Right
41354,2-S,696.703,Brown,Right
41354,2-S,690.703,Brown,Right
41354,2-S,682.22,Brown,Right
41354,2-S,688.6389999999999,Brown,Right
41354,2-S,680.5239999999999,Brown,Right
41354,2-S,683.8380000000001,Brown,Right
41354,2-S,678.357,Brown,Right
41354,2-S,685.048,Brown,Right
41354,2-S,678.202,Brown,Right
41356,2-S,684.297,Demokritos,Left
41356,2-S,697.1339999999999,Demokritos,Left
41356,2-S,687.56,Demokritos,Left
41356,2-S,696.574,Demokritos,Left
41356,2-S,687.3539999999999,Demokritos,Left
41356,2-S,693.404,Demokritos,Left
41356,2-S,683.584,Demokritos,Left
41356,2-S,689.4069999999999,Demokritos,Left
41356,2-S,681.674,Demokritos,Left
41356,2-S,688.2189999999999,Demokritos,Left
41356,2-S,681.922,Demokritos,Left
41356,2-S,686.5939999999999,Demokritos,Left
41356,2-S,681.059,Demokritos,Left
41356,2-S,684.498,Demokritos,Left
41357,2-S,681.831,Demokritos,Left
41357,2-S,688.173,Demokritos,Left
41357,2-S,681.0939999999999,Demokritos,Left
41357,2-S,693.455,Demokritos,Left
41357,2-S,679.8539999999999,Demokritos,Left
41357,2-S,688.625,Demokritos,Left
41357,2-S,677.7260000000001,Demokritos,Left
41357,2-S,684.788,Demokritos,Left
41357,2-S,678.8860000000001,Demokritos,Left
41357,2-S,682.341,Demokritos,Left
41357,2-S,678.693,Demokritos,Left
41357,2-S,685.841,Demokritos,Left
41357,2-S,681.075,Demokritos,Left
41357,2-S,684.8439999999999,Demokritos,Left
41727,PSS,699.23,Brown,Right
41727,PSS,691.9939999999999,Brown,Right
41727,PSS,698.6010000000001,Brown,Right
41727,PSS,694.645,Brown,Right
41727,PSS,700.935,Brown,Right
41727,PSS,695.283,Brown,Right
41727,PSS,699.768,Brown,Right
41727,PSS,692.3510000000001,Brown,Right
41727,PSS,697.095,Brown,Right
41727,PSS,691.794,Brown,Right
41727,PSS,695.165,Brown,Right
41727,PSS,690.575,Brown,Right
41727,PSS,697.135,Brown,Right
41727,PSS,690.165,Brown,Right
41727,PSS,694.9019999999999,Brown,Right
41727,PSS,688.3810000000001,Brown,Right
41730,2-S,678.564,Demokritos,Left
41730,2-S,678.564,Demokritos,Left
41730,2-S,678.564,Demokritos,Left
41730,2-S,688.5210000000001,Demokritos,Left
41730,2-S,688.5210000000001,Demokritos,Left
41730,2-S,688.5210000000001,Demokritos,Left
41730,2-S,679.562,Demokritos,Left
41730,2-S,679.562,Demokritos,Left
41730,2-S,679.562,Demokritos,Left
41730,2-S,691.706,Demokritos,Left
41730,2-S,691.706,Demokritos,Left
41730,2-S,691.706,Demokritos,Left
41730,2-S,687.263,Demokritos,Left
41730,2-S,687.263,Demokritos,Left
41730,2-S,688.438,Demokritos,Left
41730,2-S,688.438,Demokritos,Left
41730,2-S,679.923,Demokritos,Left
41730,2-S,679.923,Demokritos,Left
41730,2-S,686.702,Demokritos,Left
41730,2-S,686.702,Demokritos,Left
41730,2-S,676.421,Demokritos,Left
41730,2-S,681.24,Demokritos,Left
41730,2-S,678.321,Demokritos,Left
41730,2-S,678.321,Demokritos,Left
41730,2-S,681.1039999999999,Demokritos,Left
41730,2-S,681.1039999999999,Demokritos,Left
41730,2-S,676.1039999999999,Demokritos,Left
41730,2-S,676.1039999999999,Demokritos,Left
41730,2-S,684.225,Demokritos,Left
41730,2-S,684.225,Demokritos,Left
41731,2-S,681.27,Demokritos,Left
41731,2-S,681.27,Demokritos,Left
41731,2-S,681.27,Demokritos,Left
41731,2-S,685.9630000000001,Demokritos,Left
41731,2-S,685.9630000000001,Demokritos,Left
41731,2-S,677.9019999999999,Demokritos,Left
41731,2-S,677.9019999999999,Demokritos,Left
41731,2-S,686.26,Demokritos,Left
41731,2-S,686.26,Demokritos,Left
41731,2-S,682.11,Demokritos,Left
41731,2-S,682.11,Demokritos,Left
41731,2-S,685.3380000000001,Demokritos,Left
41731,2-S,685.3380000000001,Demokritos,Left
41731,2-S,677.245,Demokritos,Left
41731,2-S,677.245,Demokritos,Left
41731,2-S,686.252,Demokritos,Left
41731,2-S,683.61,Demokritos,Left
41731,2-S,683.61,Demokritos,Left
41731,2-S,683.328,Demokritos,Left
41731,2-S,683.328,Demokritos,Left
41732,2-S,682.831,Demokritos,Left
41732,2-S,693.5139999999999,Demokritos,Left
41732,2-S,685.857,Demokritos,Left
41732,2-S,693.7660000000001,Demokritos,Left
41732,2-S,683.243,Demokritos,Left
41732,2-S,692.4810000000001,Demokritos,Left
41732,2-S,681.725,Demokritos,Left
41732,2-S,688.6089999999999,Demokritos,Left
41732,2-S,681.0,Demokritos,Left
41732,2-S,687.2869999999999,Demokritos,Left
41732,2-S,680.319,Demokritos,Left
41732,2-S,685.498,Demokritos,Left
41732,2-S,679.9110000000001,Demokritos,Left
41732,2-S,685.067,Demokritos,Left
