,Name,Mode,DielNE,DielNW,DielSW,LineW_Pstop_std,LineW_Pstop_rot,LineW_Strip_std,LineW_Strip_rot,Rpoly,GCD I_surf,GCD S_0,GCD Vfb_Acc_Dep
0,VPX37078_001_PSS_HM_E_Left,Quick,200,200,200,49.8526,49.9294,34.1236,34.009,1.52049,5.67256,1.1226399999999999,-2.74775
1,VPX37078_001_PSS_HM_W_Left,Quick,200,200,200,49.982,49.9034,33.1728,33.5105,1.46269,5.87763,1.06765,-2.82282
2,VPX37078_014_PSS_HM_E_Left,Quick,200,200,200,51.5449,51.3679,33.7914,33.8609,1.4967700000000002,6.434480000000001,1.149,-2.7627599999999997
3,VPX37078_014_PSS_HM_W_Left,Quick,200,200,200,47.3061,47.6398,34.247,34.3618,1.46781,7.18796,1.35113,-2.79279
4,VPX37078_027_PSS_HM_E_Left,Quick,200,200,200,51.0967,50.6841,33.7435,34.0245,1.45134,6.32648,1.12012,-2.56757
5,VPX37078_027_PSS_HM_W_Left,Quick,200,200,200,47.8122,47.9555,33.6899,33.726,1.42692,6.27435,1.11089,-2.62763
6,VPX37078_048_PSS_HM_E_Left,Quick,200,200,200,49.5261,49.2481,34.1578,34.3621,1.52193,7.0506,1.314,-2.7027
7,VPX37078_048_PSS_HM_W_Left,Quick,200,200,200,48.7248,48.8108,33.7838,33.8522,1.44528,6.823169999999999,1.2936,-2.74775
8,VPX37078_005_PSS_HM_E_Left,Extended,200,200,200,50.3879,50.4005,34.8558,35.2684,1.50066,5.7342900000000006,1.1848,-2.74775
9,VPX37078_005_PSS_HM_W_Left,Extended,200,200,200,49.7112,50.2303,33.8861,33.8548,1.43684,5.808330000000001,1.1012,-2.80781
10,VPX37078_017_PSS_HM_E_Left,Extended,200,200,200,51.2541,51.2525,33.5267,33.8482,1.52467,6.52804,1.20625,-3.9639599999999997
11,VPX37078_017_PSS_HM_W_Left,Extended,200,200,200,47.4627,47.5474,34.0879,34.1462,1.47807,6.457000000000001,1.1931200000000002,-2.82282
12,VPX37078_031_PSS_HM_E_Left,Extended,200,200,200,49.3242,49.262,33.8804,33.9895,1.5366600000000001,5.91944,1.08447,-2.55255
13,VPX37078_031_PSS_HM_W_Left,Extended,200,200,200,47.2647,47.1047,34.1035,34.0007,1.46149,5.88946,1.0789799999999998,-2.56757
14,VPX36794_002_PSS_HM_E_Left,Quick,200,200,200,48.1748,48.0347,33.7239,35.2874,1.50835,6.20575,1.21764,-2.01201
15,VPX36794_002_PSS_HM_W_Left,Quick,200,200,200,58.5072,57.9399,33.5454,33.6919,1.50023,5.8749199999999995,1.12341,-2.55255
16,VPX36794_015_PSS_HM_E_Left,Quick,200,200,200,49.2585,48.971000000000004,33.8023,34.1256,1.4717,6.44867,1.28726,-2.05706
17,VPX36794_015_PSS_HM_W_Left,Quick,200,200,200,55.3703,55.3806,33.8395,34.0372,1.47003,6.06427,1.22099,-2.2372400000000003
18,VPX36794_026_PSS_HM_E_Left,Quick,200,200,200,47.5551,49.4452,33.4233,33.6174,1.46213,5.66679,1.03819,-2.01201
19,VPX36794_026_PSS_HM_W_Left,Quick,200,200,200,58.2647,57.3861,33.7856,34.0114,1.43953,5.43762,0.9793209999999999,-2.04204
20,VPX36794_035_PSS_HM_E_Left,Quick,200,200,200,48.8784,48.6921,33.7387,33.9624,1.50787,5.80673,1.10089,-2.01201
21,VPX36794_035_PSS_HM_W_Left,Quick,200,200,200,54.3963,54.2601,33.7391,33.8852,1.4418600000000001,5.43417,1.07546,-2.02703
22,VPX36794_008_PSS_HM_E_Left,Extended,200,200,200,48.5003,48.0354,34.1261,34.3587,1.5084,6.07515,1.2552299999999998,-2.01201
23,VPX36794_008_PSS_HM_W_Left,Extended,200,200,200,53.6938,54.0001,33.341,33.8423,1.46234,5.73815,1.21672,-2.14715
24,VPX36794_019_PSS_HM_E_Left,Extended,200,200,200,50.8752,50.5468,33.5721,33.7156,1.4796,6.04635,1.28207,-2.01201
25,VPX36794_019_PSS_HM_W_Left,Extended,200,200,200,50.7343,50.7343,33.8653,34.1355,1.47356,4.277769999999999,1.10826,-2.1621599999999996
26,VPX36794_043_PSS_HM_E_Left,Extended,200,200,200,51.1204,50.9621,33.89,33.8116,1.4965700000000002,5.37,1.00079,-2.01201
27,VPX36794_043_PSS_HM_W_Left,Extended,200,200,200,53.0513,52.7942,33.8006,34.1241,1.44089,5.47285,1.08311,-2.05706
28,VPX36244_007_2-S_HM_E_Left,Quick,200,200,200,53.6068,53.3146,34.239000000000004,34.3643,1.47927,5.63746,1.22681,-2.82282
29,VPX36244_007_2-S_HM_W_Left,Quick,200,200,200,53.9827,54.0454,34.1222,34.0927,1.43125,6.656560000000001,1.05535,-2.95796
30,VPX36244_014_2-S_HM_E_Left,Quick,200,200,200,52.6635,52.5006,34.0929,34.4158,1.46384,5.86269,1.25393,-2.79279
31,VPX36244_014_2-S_HM_W_Left,Quick,200,200,200,302.955,303.99,34.2951,34.4026,1.43895,5.93279,1.20486,-2.95796
32,VPX36244_023_2-S_HM_E_Left,Quick,200,200,200,53.2114,53.1995,33.6605,33.8344,1.4940200000000001,6.1031699999999995,1.19751,-2.79279
33,VPX36244_023_2-S_HM_W_Left,Quick,200,200,200,53.6769,52.6082,34.246,34.3669,1.44537,6.26308,1.18741,-2.95796
34,VPX36244_035_2-S_HM_E_Left,Quick,200,200,200,51.7722,51.9641,33.8247,33.9528,1.44695,5.98621,1.05087,-2.67267
35,VPX36244_035_2-S_HM_W_Left,Quick,200,200,200,53.2161,53.2489,34.0529,34.1381,1.4251200000000002,6.145630000000001,1.04274,-2.7627599999999997
36,VPX36244_044_2-S_HM_E_Left,Quick,200,200,190,52.8104,52.946000000000005,33.7481,33.8066,1.4583,6.55171,1.0745200000000001,-2.73273
37,VPX36244_044_2-S_HM_W_Left,Quick,200,200,200,53.9424,53.6692,34.0944,34.1589,1.43639,6.69767,1.0891899999999999,-2.8378400000000004
38,VPX36244_003_2-S_HM_E_Left,Extended,200,200,200,53.3361,52.8796,34.1732,34.1122,1.44292,6.216480000000001,1.02823,-2.79279
39,VPX36244_003_2-S_HM_W_Left,Extended,200,200,200,55.0543,55.0925,34.0337,34.1559,1.44615,6.77398,1.07397,-2.94294
40,VPX36244_016_2-S_HM_E_Left,Extended,200,200,200,52.9853,52.9805,33.8413,33.9536,1.43679,7.60248,1.2053200000000002,-2.8378400000000004
41,VPX36244_016_2-S_HM_W_Left,Extended,200,200,200,53.8123,53.4857,18.1084,18.1151,1.42624,7.58515,1.23351,-2.97297
42,VPX36244_028_2-S_HM_E_Left,Extended,200,200,200,52.4507,52.2757,33.67,33.7875,1.45133,7.35717,1.2169,-2.64264
43,VPX36244_028_2-S_HM_W_Left,Extended,200,200,200,52.3807,52.3181,34.2034,34.1852,1.4169,6.65275,1.1778899999999999,-2.74775
44,VPX36244_042_2-S_HM_E_Left,Extended,200,200,200,51.6859,51.1792,33.9246,34.1356,1.46791,5.00483,1.08914,-2.71772
45,VPX36244_042_2-S_HM_W_Left,Extended,200,200,200,53.7366,53.4553,33.8118,33.7988,1.46089,5.8061,1.2311299999999998,-2.82282
46,VPX37077_009_PSS_HM_E_Left,Extended,200,200,200,46.7738,46.8715,34.35,34.1427,1.56179,4.9816199999999995,1.26817,-2.74775
47,VPX37077_009_PSS_HM_W_Left,Extended,200,200,200,49.9935,48.4101,34.3753,34.2616,1.48594,6.0212900000000005,1.19165,-2.74775
48,VPX37077_020_PSS_HM_E_Left,Extended,200,200,200,51.286,51.271,34.0405,34.0647,1.54888,6.557169999999999,1.19108,-2.8378400000000004
49,VPX37077_020_PSS_HM_W_Left,Extended,200,200,200,48.8003,48.7777,34.0876,34.0213,1.48219,6.51025,1.1725,-2.86787
50,VPX37077_032_PSS_HM_E_Left,Extended,200,200,200,52.7767,52.8599,33.9141,34.0192,1.52715,6.104830000000001,1.0994899999999999,-2.55255
51,VPX37077_032_PSS_HM_W_Left,Extended,200,200,200,48.7617,48.6057,34.0453,34.1355,1.48591,5.89823,1.06228,-2.58258
52,VPX37077_006_PSS_HM_E_Left,Quick,200,200,200,51.3636,51.2058,33.6771,33.8188,1.56151,6.34242,1.21281,-2.67267
53,VPX37077_006_PSS_HM_W_Left,Quick,200,200,200,47.9222,47.496,34.2502,34.4457,1.5127700000000002,6.01565,1.2112,-2.7627599999999997
54,VPX37077_019_PSS_HM_E_Left,Quick,200,200,200,49.1449,49.5804,34.1096,34.2166,1.57596,4.38698,1.25216,-2.85285
55,VPX37077_019_PSS_HM_W_Left,Quick,200,200,200,48.423,48.2958,34.3071,34.3158,1.5037200000000002,4.40117,1.14022,-2.95796
56,VPX37077_028_PSS_HM_E_Left,Quick,200,200,200,47.5398,47.757,34.0991,34.2037,1.54425,4.27705,1.02416,-2.62763
57,VPX37077_028_PSS_HM_W_Left,Quick,200,200,200,51.6433,51.9023,34.3271,34.4937,1.5144799999999998,4.21596,1.0183799999999998,-2.65766
58,VPX37077_037_PSS_HM_E_Left,Quick,200,200,200,41.0197,53.163000000000004,34.0426,34.1919,1.5331700000000001,4.62472,1.15687,-2.65766
59,VPX37077_037_PSS_HM_W_Left,Quick,200,200,200,46.6013,46.6668,34.0631,33.8102,1.50132,4.5494,1.1480299999999999,-2.6876900000000004
60,VPX35955_010_PSS_HM_E_Left,Extended,200,200,200,50.4426,50.0641,34.1196,34.3208,1.40479,5.94919,1.11827,-2.62763
61,VPX35955_010_PSS_HM_W_Left,Extended,200,200,200,49.9788,49.8554,34.2955,34.4365,1.41806,5.17706,1.11691,-2.67267
62,VPX35955_020_PSS_HM_E_Left,Extended,200,200,200,49.1425,49.6001,33.6666,34.0152,1.4041700000000001,5.5153099999999995,1.08217,-2.67267
63,VPX35955_020_PSS_HM_W_Left,Extended,200,200,200,49.6041,49.1512,33.7537,33.7868,1.38704,5.69304,1.08863,-2.77778
64,VPX35955_030_PSS_HM_E_Left,Extended,200,200,200,52.36,52.5441,33.926,33.8922,1.45821,4.8810400000000005,1.01725,-2.56757
65,VPX35955_030_PSS_HM_W_Left,Extended,200,200,200,50.6311,50.6211,33.6814,33.6686,1.45222,5.22612,0.990815,-2.55255
66,VPX35955_047_PSS_HM_E_Left,Extended,200,200,200,49.2113,48.9307,34.2186,34.339,1.4649,5.15565,1.0116,-2.49249
67,VPX35955_047_PSS_HM_W_Left,Extended,200,200,200,50.9404,50.7727,34.0035,34.091,1.44709,5.35952,1.01611,-2.5375400000000004
68,VPX35955_008_PSS_HM_E_Left,Quick,200,200,200,48.2065,48.8381,33.9158,34.0595,1.40094,5.92781,1.05853,-2.67267
69,VPX35955_008_PSS_HM_W_Left,Quick,200,200,200,50.056000000000004,49.8494,34.2142,34.0944,1.4183700000000001,5.7817099999999995,1.05924,-2.6876900000000004
70,VPX35955_018_PSS_HM_E_Left,Quick,200,200,200,49.1715,49.1737,33.9572,34.1515,1.3943,6.0339,1.11494,-2.62763
71,VPX35955_018_PSS_HM_W_Left,Quick,200,200,200,49.1825,48.9607,34.4607,34.5243,1.39196,5.95017,1.1089200000000001,-2.74775
72,VPX35955_026_PSS_HM_E_Left,Quick,200,200,200,48.917,48.9975,33.7146,34.1839,1.46004,5.2135,0.971628,-2.44745
73,VPX35955_026_PSS_HM_W_Left,Quick,200,200,200,50.2533,49.5145,34.2847,34.2916,1.4769,5.33633,0.9945200000000001,-2.52252
74,VPX35955_035_PSS_HM_E_Left,Quick,200,200,200,48.1699,48.131,34.0835,34.0682,1.45795,5.41619,1.01809,-2.4624599999999996
75,VPX35955_035_PSS_HM_W_Left,Quick,200,200,200,50.9521,50.7217,34.1867,34.2551,1.44507,5.340269999999999,1.0038200000000002,-2.5375400000000004
76,VPX35955_044_PSS_HM_E_Left,Quick,200,200,200,48.9429,48.8284,33.9999,34.1041,1.45849,5.75535,1.1390200000000001,-2.49249
77,VPX35955_044_PSS_HM_W_Left,Quick,200,200,200,50.5133,50.2951,34.2058,34.1378,1.44465,5.67221,1.08465,-2.55255
78,VPX35720_001_2-S_HM_E_Left,Quick,200,200,200,48.5292,48.1319,33.5785,33.5753,1.43925,5.1381,1.15762,-2.74775
79,VPX35720_001_2-S_HM_W_Left,Quick,200,200,200,49.1784,49.3481,33.6482,33.9464,1.4331,4.82069,1.1148,-2.7627599999999997
80,VPX35720_011_2-S_HM_E_Left,Quick,200,200,200,48.1906,48.3942,33.8085,33.8668,1.44261,5.51695,1.19023,-2.7627599999999997
81,VPX35720_011_2-S_HM_W_Left,Quick,200,200,200,48.7645,48.2339,33.6276,33.6285,1.45397,5.08983,1.1172799999999998,-2.79279
82,VPX35720_018_2-S_HM_E_Left,Quick,200,200,200,48.9847,49.2097,33.7483,33.7317,1.48315,5.14219,1.26401,-2.77778
83,VPX35720_018_2-S_HM_W_Left,Quick,200,200,200,48.2756,48.6108,33.7984,33.7981,1.46255,5.221830000000001,1.13636,-2.77778
84,VPX35720_029_2-S_HM_E_Left,Quick,200,200,200,47.8747,47.3241,33.9802,34.2029,1.4129,5.2595,1.0589600000000001,-2.6876900000000004
85,VPX35720_029_2-S_HM_W_Left,Quick,200,200,200,48.5376,48.1581,33.655,33.8731,1.37409,4.95181,1.01434,-2.73273
86,VPX35720_044_2-S_HM_E_Left,Quick,200,200,200,48.4944,48.4629,33.782,33.777,1.41319,5.63473,1.09614,-2.67267
87,VPX35720_044_2-S_HM_W_Left,Quick,200,200,200,49.5327,49.4705,33.8331,33.8651,1.4170200000000002,5.888,1.09733,-2.73273
88,VPX35720_008_2-S_HM_E_Left,Extended,200,200,200,48.7154,48.6112,33.777,33.808,1.44074,5.83387,1.15456,-2.7627599999999997
89,VPX35720_008_2-S_HM_W_Left,Extended,200,200,200,46.3225,46.7589,34.4914,34.6285,1.43404,5.45377,1.1766,-2.7627599999999997
90,VPX35720_015_2-S_HM_E_Left,Extended,200,200,200,48.2994,48.9048,33.7343,34.0042,1.44136,5.89553,1.2829700000000002,-2.7627599999999997
91,VPX35720_015_2-S_HM_W_Left,Extended,200,200,200,48.6328,48.5504,33.4026,33.4891,1.44696,3.51937,1.17887,-2.77778
92,VPX35720_034_2-S_HM_E_Left,Extended,200,200,200,44.3016,44.3659,33.4346,33.5054,1.4313799999999999,3.87399,1.03955,-2.5976
93,VPX35720_034_2-S_HM_W_Left,Extended,200,200,200,47.4741,47.7876,33.9662,34.0434,1.42356,4.46064,1.0226,-2.64264
94,VPX35720_049_2-S_HM_E_Left,Extended,200,200,200,47.6886,47.9709,33.3011,33.3802,1.43889,5.91518,1.30976,-2.73273
95,VPX35720_049_2-S_HM_W_Left,Extended,200,200,200,46.8526,46.7975,33.8988,34.0697,1.41931,5.65375,1.11891,-2.74775
96,VPX37400_006_2-S_HM_E_Left,Extended,200,200,200,48.4612,47.4164,34.1009,34.2372,1.42479,6.223669999999999,1.24234,-2.85285
97,VPX37400_006_2-S_HM_W_Left,Extended,200,200,200,48.0648,47.3096,33.5953,33.7455,1.61219,5.7964400000000005,1.2185,-2.97297
98,VPX37400_019_2-S_HM_E_Left,Extended,200,200,200,49.6186,49.172,33.5495,33.5526,1.44807,6.29365,1.19321,-2.95796
99,VPX37400_019_2-S_HM_W_Left,Extended,200,200,200,48.1561,48.3033,33.9981,34.1305,1.4151,6.60292,1.2305700000000002,-3.07808
100,VPX37400_049_2-S_HM_E_Left,Extended,200,200,200,47.9668,47.6922,33.485,32.5056,1.45484,6.09192,1.1160700000000001,-2.8378400000000004
101,VPX37400_049_2-S_HM_W_Left,Extended,200,200,200,47.1254,47.9424,34.05,34.2913,1.4791,5.74935,1.24037,-2.95796
102,VPX37400_003_2-S_HM_E_Left,Quick,200,200,200,48.6703,49.0524,33.9712,33.912,1.42913,5.9310599999999996,1.12446,-2.8979
103,VPX37400_003_2-S_HM_W_Left,Quick,200,200,200,49.5579,49.495,34.0451,34.0614,1.45347,6.11637,1.13989,-3.003
